text,FE.ADEME.ID,FE.VAL,FE.Incertitude
poudre cacaotee ou au chocolat sucree pour boisson enrichie en vitamines et mineraux,39912,27.5,1.0
poule cuisse,41833,6.98,1.0
poule cuisse crue,34244,5.68,1.0
poule viande crue,46149,5.78,1.0
poule viande,41834,6.98,1.0
poule viande et peau,41835,6.98,1.0
poule viande et peau crue,46150,5.78,1.0
poule de reforme biologique,44204,4.74,1.0
poule de reforme biologique systeme laitier de plaine mais ensile a,28577,4.92,1.0
poule de reforme biologique systeme n,28578,9.15,1.0
poule de reforme biologique systeme numero,44202,9.12,1.0
poule de reforme conventionnel,42215,6.34,1.0
poule de reforme conventionnel interieur au sol,43977,3.89,1.0
poule de reforme conventionnel interieur cage regles,43978,9.98,1.0
poule de reforme conventionnel interieur en cage,43979,3.0,1.0
poule de reforme conventionnel moyenne nationale,43980,3.15,1.0
poule de reforme conventionnel systeme exterieur,43981,3.63,1.0
poule reforme biologique,42454,12.0,1.0
poule entiere crue,34243,5.68,1.0
poulet var blanc viande et peau,41836,6.98,1.0
poulet var blanc viande et peau cru,46124,5.78,1.0
poulet aile,41839,6.98,1.0
poulet aile viande et peau cru,46129,5.78,1.0
poulet aile viande et peau roti cuit au four,34414,7.58,1.0
poulet biologique,44207,2.98,1.0
poulet biologique systeme n,28574,2.5,1.0
poulet biologique systeme numero,44205,4.47,1.0
poulet bleu blanc coeur,42220,1.94,1.0
poulet conventionnel,43982,1.86,1.0
poulet croquette panee ou nuggets,41841,6.04,1.0
poulet cuisse,41842,9.33,1.0
poulet cuisse viande et peau bouilli cuit a l eau,46132,7.75,1.0
poulet cuisse viande et peau cru,46133,5.78,1.0
poulet cuisse viande et peau rotie cuite au four,46134,7.75,1.0
poulet cuisse viande bouilli cuit a l eau,46135,7.75,1.0
poulet cuisse viande cru,46136,5.78,1.0
poulet cuisse viande roti cuit au four,46137,7.75,1.0
poulet escalope panee,32564,7.34,1.0
poulet filet,41849,6.82,1.0
poulet filet sans peau cru,34316,5.47,1.0
poulet filet sans peau cuit,34412,7.31,1.0
poulet haut de cuisse,41851,6.98,1.0
poulet haut de cuisse viande cru,46141,5.78,1.0
poulet label rouge,43983,2.34,1.0
poulet manchons marines,41852,7.14,1.0
poulet manchons marines rotis cuits au four,32563,5.8,1.0
poulet moyenne nationale,43984,1.93,1.0
poulet pilon,41853,6.98,1.0
poulet pilon cru,46143,5.78,1.0
poulet poitrine,41854,6.82,1.0
poulet poitrine viande et peau cru,34318,5.47,1.0
poulet poitrine viande et peau roti cuit au four,34413,7.31,1.0
poulet viande,41858,5.52,1.0
poulet viande et peau,41856,5.52,1.0
poulet viande et peau cru,34315,4.47,1.0
poulet viande et peau roti cuit au four,34410,5.97,1.0
poulet viande crue,34314,4.47,1.0
poulet au curry et au lait de coco,33763,5.48,1.0
poulet basquaise,33750,4.21,1.0
poulet eviscere sans abats cru,41837,6.98,1.0
poulet fermier viande et peau,41838,6.98,1.0
poulet fermier viande et peau cru,46128,5.78,1.0
poulet cuisse cuite,34411,7.58,1.0
poulet cuisse rotie cuite au four,34409,7.58,1.0
pouligny saint pierre fromage de chevre,32975,6.7,1.0
poutrelle en beton,20691,3.22,0.1
pp polypropylene,20845,2000.0,1.0
prairies permanentes productives,22795,191.0,0.3
prairies temporaires,22796,191.0,0.3
preparation culinaire a base de soja type creme de soja,32548,1.53,1.0
preparation pour pate a pizza,32916,1.32,1.0
printaniere de legumes surgelee,40596,1.56,1.0
printaniere de legumes surgelee crue haricots verts carottes pomme de terre petits pois oignons,33334,0.715,1.0
production de racine d endive precoce,43985,0.109,1.0
production de racine d endive saison,43986,0.0652,1.0
production de racine d endive tardive,43987,0.0639,1.0
production de racine d endive conventionnelle precoce,42224,0.132,1.0
production de racine d endive conventionnelle saison,42225,0.102,1.0
production de racine d endive conventionnelle tardive,42226,0.092,1.0
meubles,43356,262.0,0.8
papier et carton,43366,475.0,0.8
produits chimiques,43376,780.0,0.8
produits de l agriculture et de la chasse,43391,1727.0,0.8
produits de traitement de la vapeur d eau,20796,3670.0,0.5
produits de l industrie textile articles d habillement cuir et articles en cuir,43401,354.0,0.8
produits de la peche et de l aquaculture,43381,688.0,0.8
produits des industries alimentaires boissons et produits a base de tabac,43406,705.0,0.8
produits en caoutchouc et en plastique,43411,396.0,0.8
produits informatiques electroniques et optiques,43416,262.0,0.8
produits metalliques a l exclusion des machines et equipements,43421,365.0,0.8
produits metallurgiques,43426,1428.0,0.8
profiterole avec glace vanille et sauce chocolat,32867,4.48,1.0
profiteroles creme patissiere et sauce chocolat rayon frais,33986,4.64,1.0
produits pharmaceutiques de base et preparations pharmaceutiques,43431,219.0,0.8
prop enyl trifluoroacetate,43246,0.01,0.3
propane,43625,0.02,0.3
propane combustion en chaudiere,25828,0.27,1.0
propane inclus maritime,13530,0.266,0.05
proteine de soja texturee,41859,0.566,1.0
proteine de soja texturee rehydratee,41860,1.25,1.0
protoxyde d azote,43016,273.0,0.3
provolone,32996,6.27,1.0
prune crue,33076,0.907,1.0
prune reine claude crue,33063,0.907,1.0
pruneau sec,33093,2.53,1.0
pull en acrylique,27047,25.5,0.7
pull en coton recycle,27051,8.1,0.7
pull en laine,27050,52.9,0.7
puree de fruits tout type de fruits type compote sans sucres ajoutes,33018,0.758,1.0
puree de fruits tout type de fruits,40600,0.801,1.0
puree pomme de terre,33906,1.93,1.0
quatre epices,32895,0.882,1.0
quatre quarts ou barre patissiere preemballe,33140,5.71,1.0
quenelle au tofu ne convient pas aux veganes ou vegetaliens preemballee,46165,2.26,1.0
quenelle de poisson crue,32787,6.86,1.0
quenelle de poisson en sauce,32786,6.92,1.0
quenelle de veau en sauce,32783,7.51,1.0
quenelle de volaille crue,32784,7.4,1.0
quenelle de volaille en sauce,32785,7.46,1.0
quenelle nature crue,32788,3.57,1.0
quiche lorraine,33616,5.02,1.0
quinoa bouilli cuit a l eau,41290,2.66,1.0
quinoa bouilli cuit a l eau non sale,33597,0.676,1.0
quinoa conventionnel,43988,6.11,1.0
quinoa cru,33574,1.58,1.0
quinoa cuit,46176,2.73,1.0
quinoa fr conventionnel,42227,7.23,1.0
quinoa fr cru,41288,8.54,1.0
quinoa fr cuit,41289,3.75,1.0
r a,43640,1263.0,1.0
r c,43630,1908.0,1.0
r f,43631,1965.0,1.0
r d,43635,2917.0,1.0
r,43639,5872.0,1.0
racines d endive,34906,2626.0,1.0
racines de chicoree conventionnel,43989,0.0837,1.0
racks baies ou cabinets,20896,500.0,0.3
raclette fromage,33005,6.27,1.0
radiateur electrique w a inertie,28322,94.2,0.5
radiateur electrique w a rayonnement,28323,37.6,0.5
radis cru,33287,0.249,1.0
radis noir cru,40601,0.603,1.0
radis rouge cru,40602,0.603,1.0
raie crue,33778,11.0,1.0
raie cuite,33863,13.4,1.0
raie cuite au court bouillon,41868,13.2,1.0
raie rotie cuite au four,41869,13.2,1.0
raifort cru,33202,0.709,1.0
raisin hors sol chauffe et eclairee lutte ravageur traditionnelle,28372,0.362,1.0
raisin biologique,42464,0.637,1.0
raisin biologique aoc maconnais,44208,0.669,1.0
raisin biologique systeme n,28678,0.637,1.0
raisin biologique variety mix languedoc roussillon,44209,0.315,1.0
raisin conventionnel,43990,0.282,1.0
raisin conventionnel moyenne nationale aquitaine,28423,0.583,1.0
raisin conventionnel serre semi fermee energie fatale et biomasse sans co liquide avec recyclage des,28424,0.355,1.0
raisin cru,33079,0.628,1.0
raisin integre,42230,0.392,1.0
raisin integre melange franccais,43991,0.341,1.0
raisin production integree,42231,0.612,1.0
raisin production integree aoc beaujolais au vignoble,43992,0.631,1.0
raisin production integree melange de varietes languedoc roussillon,43993,0.332,1.0
raisin sec,33094,2.13,1.0
raisin blanc a gros grain type italia ou dattier,40603,0.458,1.0
raisin blanc a gros grain type italia ou dattier cru,46184,0.51,1.0
raisin de cuve biologique,42459,0.147,1.0
raisin de cuve biologique aop systeme numero,44213,0.158,1.0
raisin noir cru,40604,0.458,1.0
raisin pour du jus conventionnel,42229,0.354,1.0
ramette de papier blanc g m a,24295,2.29,1.0
raquette de tennis,27037,20.2,0.4
rascasse crue,33782,11.0,1.0
rascasse cuite a la vapeur,33881,13.4,1.0
ratatouille cuisinee,33695,1.9,1.0
ravioli a la viande sauce tomate,40109,3.22,1.0
ravioli a la viande sauce tomate appertise,33660,17.0,1.0
ravioli chinois a la vapeur a la crevette cuit,33664,2.69,1.0
raviolis aux legumes sauce tomate,40111,1.98,1.0
raviolis aux legumes sauce tomate appertises,33676,1.88,1.0
reblochon,32963,5.49,1.0
recyclage en place a chaud rec,20703,42.0,0.2
recyclage en place a l emulsion,20704,10.5,0.2
refrigerateur combine,26976,257.0,0.3
refrigerateur mini bar,26995,87.6,0.3
refrigetateur grande porte,26975,300.0,0.3
regulateur de croissance,20566,8.59,0.5
repas,20689,7.26,0.5
requin cru,33824,11.0,1.0
rer,21715,0.0057,0.2
rer et transilien,28157,0.00768,0.2
reseau de chaleur soyaux reseau champ de manuvre,47490,0.223,0.3
reseau de chaleur toulouse reseau saint exupery,47380,0.075,0.3
reseau de chaleur argenteuil placo,47124,0.004,0.3
reseau de chaleur belley belena,47546,0.037,0.3
reseau de chaleur bourg en bresse bourg en bresse la vinaigrerie,47548,0.081,0.3
reseau de chaleur bourg en bresse reseau de chaleur assurc a bourg en bresse,47549,0.171,0.3
reseau de chaleur dortan reseau chauffage dortan,47567,0.198,0.3
reseau de chaleur oyonnax oyonnax biochaleur,47610,0.049,0.3
reseau de chaleur plateau d hauteville cormaranche,47579,0.123,0.3
reseau de chaleur plateau d hauteville reseau de chaleur d hauteville lompnes,47580,0.089,0.3
reseau de chaleur saint denis les bourg reseau de saint denis les bourg,47532,0.045,0.3
reseau de chaleur treffort val revermont secteur verger du moulin,47662,0.021,0.3
reseau de chaleur chateau thierry reseau de chateau thierry,47457,0.029,0.3
reseau de chaleur saint quentin zup du quartier europe,47464,0.093,0.3
reseau de chaleur urcel reseau d urcel,47465,0.078,0.3
reseau de chaleur bellenaves reseau bellenaves,46855,0.019,0.3
reseau de chaleur cerilly reseau de cerilly,46856,0.022,0.3
reseau de chaleur commentry reseau de commentry,46860,0.06,0.3
reseau de chaleur cusset reseau de chaleur de cusset,46861,0.039,0.3
reseau de chaleur ebreuil reseau de chaleur d ebreuil,46864,0.049,0.3
reseau de chaleur le mayet de montagne reseau du mayet de montagne,46867,0.053,0.3
reseau de chaleur meaulne reseau de meaulne,46871,0.064,0.3
reseau de chaleur montlucon quartier fontbouillant et bien assis,46872,0.124,0.3
reseau de chaleur moulins sdc moulins champins,46873,0.083,0.3
reseau de chaleur moulins sdc moulins ville,46874,0.096,0.3
reseau de chaleur allos reseau communal d allos,47494,0.03,0.3
reseau de chaleur barcelonnette reseau communal de barcelonnette,47496,0.146,0.3
reseau de chaleur forcalquier complexe sportif forcalquier,47505,0.022,0.3
reseau de chaleur forcalquier reseau de la chaufferie la tomie,47506,0.037,0.3
reseau de chaleur manosque rcu manosque zac chanteprunier,47512,0.077,0.3
reseau de chaleur briancon reseau de briancon,47497,0.032,0.3
reseau de chaleur embrun quartier gare,47502,0.024,0.3
reseau de chaleur embrun remparts,47503,0.031,0.3
reseau de chaleur embrun reseau de chaleur bois delaroche,47504,0.042,0.3
reseau de chaleur le devoluy reseau de chaleur bois energie,47501,0.022,0.3
reseau de chaleur tallard reseau de l association la chrysalide,47526,0.087,0.3
reseau de chaleur veynes reseau de veynes,47529,0.27,0.3
reseau de chaleur cannes ranguin,47498,0.092,0.3
reseau de chaleur levens reseau chaleur et froid chaine de vie,47511,0.223,0.3
reseau de chaleur nice e n,47519,0.008,0.3
reseau de chaleur nice mse reseau chaud,47520,0.121,0.3
reseau de chaleur nice reseau nice est,47521,0.254,0.3
reseau de chaleur roquebrune bet cap azur chaud,47523,0.032,0.3
reseau de chaleur aubenas reseau d aubenas,47542,0.056,0.3
reseau de chaleur banne reseau de chaleur de banne,47543,0.017,0.3
reseau de chaleur burzet reseau de chaleur communal de burzet,47552,0.031,0.3
reseau de chaleur chalencon reseau de la chaufferie bois de chalencon,47553,0.031,0.3
reseau de chaleur le cheylard reseau du cheylard,47590,0.046,0.3
reseau de chaleur montpezat sous bauzon reseau de la chaufferie bois,47604,0.028,0.3
reseau de chaleur valgorge chaufferie bois,47667,0.02,0.3
reseau de chaleur charleville mezieres la citadelle,47029,0.166,0.3
reseau de chaleur charleville mezieres ronde couture,47030,0.105,0.3
reseau de chaleur clavy warby reseau de chaleur au bois dechiquete a clavy warby,47032,0.025,0.3
reseau de chaleur ecordal chaufferie communale,47033,0.018,0.3
reseau de chaleur lalobbe reseau de chaleur bois de lalobbe,47036,0.046,0.3
reseau de chaleur machault reseau de chaleur bois de machault,47039,0.15,0.3
reseau de chaleur montcornet reseau de chaleur de montcornet,47048,0.022,0.3
reseau de chaleur poix terron reseau de chaleur bois de poix terron,47042,0.033,0.3
reseau de chaleur revin reseau de chaleur de revin,47047,0.025,0.3
reseau de chaleur rocroi reseau de chaleur de rocroi,47049,0.109,0.3
reseau de chaleur saint loup terrier reseau de chaleur bois de st loup terrier,47052,0.017,0.3
reseau de chaleur sedan zup de sedan,47053,0.157,0.3
reseau de chaleur thin le moutier reseau de chaleur de thin le moutier,47054,0.027,0.3
reseau de chaleur villers le tourneur reseau de chaleur bois de villers le tourneur,47056,0.029,0.3
reseau de chaleur bourg en bresse la reyssouze,27097,0.141,0.3
reseau de chaleur bourg en bresse la vinaigrerie,27103,0.068,0.3
reseau de chaleur bourg en bresse quartier de la reyssouze,36219,0.194,0.3
reseau de chaleur hauteville lompnes reseau dhauteville lompnes,27098,0.0,0.3
reseau de chaleur treffort cuisiat reseau de treffort,27101,0.273,0.3
reseau de chaleur treffort cuisiat xavier chirol,36223,0.073,0.3
reseau de chaleur les noes pres troyes zup de la chapelle saint luc,47038,0.203,0.3
reseau de chaleur piney biomasse de piney,47041,0.16,0.3
reseau de chaleur troyes les chartreux,47055,0.109,0.3
reseau de chaleur limoux reseau public bois de limoux,47263,0.018,0.3
reseau de chaleur narbonne zac saint jean et saint pierre,47268,0.193,0.3
reseau de chaleur carcassonne cef mco,36284,0.165,0.3
reseau de chaleur carcassonne reseau cef mco,27141,0.184,0.3
reseau de chaleur capdenac gare reseau de capdenac gare,47351,0.033,0.3
reseau de chaleur decazeville reseau de decazeville,47357,0.088,0.3
reseau de chaleur onet le chateau reseau de cantagrelh,47370,0.11,0.3
reseau de chaleur rodez reseau sarrus,47372,0.081,0.3
reseau de chaleur saint affrique reseau de saint affrique,47373,0.049,0.3
reseau de chaleur cransac reseau de cransac,36287,0.056,0.3
reseau de chaleur aix en provence aix en provence,47493,0.086,0.3
reseau de chaleur coudoux reseau de coudoux,47500,0.086,0.3
reseau de chaleur gardanne reseau du pole yvon morandat,47507,0.032,0.3
reseau de chaleur istres la bayanne,47508,0.133,0.3
reseau de chaleur marseille bet massileo chaud,47513,0.086,0.3
reseau de chaleur marseille luminy,47514,0.283,0.3
reseau de chaleur marseille reseau castellane bricarde,47515,0.219,0.3
reseau de chaleur marseille reseau de chaleur thassalia marseille,47516,0.026,0.3
reseau de chaleur martigues zac canto perdrix,47517,0.095,0.3
reseau de chaleur martigues zac paradis saint roch,47518,0.307,0.3
reseau de chaleur salon de provence zac des canourgues,47524,0.283,0.3
reseau de chaleur vitrolles centre urbain zac des pins,47530,0.328,0.3
reseau de chaleur aix en provence reseau daix en provence,27150,0.0,0.3
reseau de chaleur coudoux reseau communal de coudoux,27152,0.101,0.3
reseau de chaleur coudoux reseaux de coudoux,36303,0.093,0.3
reseau de chaleur argences rcu de val es dunes,46891,0.081,0.3
reseau de chaleur aunay sur odon rcu d aunay sur odon,46893,0.046,0.3
reseau de chaleur bayeux reseau bois vallee des pres bayeux,46895,0.078,0.3
reseau de chaleur bayeux reseau de bois i,46896,0.075,0.3
reseau de chaleur blainville sur orne reseau de chaleur chaufferie bois,46897,0.118,0.3
reseau de chaleur caen reseau de chaleur caen sud,46898,0.104,0.3
reseau de chaleur falaise zac de falaise,46901,0.161,0.3
reseau de chaleur herouville saint clair herouville st clair,46903,0.026,0.3
reseau de chaleur lisieux zup de hauteville,46908,0.104,0.3
reseau de chaleur vire rcu de vire,46910,0.073,0.3
reseau de chaleur argences reseau de val es dunes,27161,0.041,0.3
reseau de chaleur aunay sur odon reseau daunay sur odon,27159,0.017,0.3
reseau de chaleur bayeux reseau bois i,27157,0.081,0.3
reseau de chaleur caen caen sud,27162,0.167,0.3
reseau de chaleur caen quartier nord,27156,0.231,0.3
reseau de chaleur vire reseau de vire,27160,0.027,0.3
reseau de chaleur arpajon sur cere reseau de l op hlm du cantal,46851,0.022,0.3
reseau de chaleur aurillac cedex centre hospitalier henri mondor aurillac,46852,0.032,0.3
reseau de chaleur aurillac reseau de chaleur d aurillac,46853,0.053,0.3
reseau de chaleur murat reseau chaleur bois de murat,46875,0.028,0.3
reseau de chaleur riom es montagnes reseau de riom es montagnes,46878,0.03,0.3
reseau de chaleur saint flour reseau de chaleur de besserette,46881,0.022,0.3
reseau de chaleur saint flour reseau de chaleur bois du volzac,46883,0.025,0.3
reseau de chaleur saint georges reseau de chaleur bois du crozatier,46884,0.034,0.3
reseau de chaleur vebret reseau de vebret,46887,0.022,0.3
reseau de chaleur arpajon sur cere reseau de lop hlm du cantal,27167,0.0,0.3
reseau de chaleur aurillac hopital d aurillac,36317,0.024,0.3
reseau de chaleur aurillac reseau de lhopital daurillac,27163,0.002,0.3
reseau de chaleur angouleme boulevard jean moulin,47467,0.208,0.3
reseau de chaleur angouleme reseau de chaleur de basseau,47468,0.153,0.3
reseau de chaleur champagne mouton reseau de champagne mouton,47470,0.02,0.3
reseau de chaleur chateaubernard reseau des vauzelles,47471,0.051,0.3
reseau de chaleur le lindois chaufferie bois le lindois,47479,0.022,0.3
reseau de chaleur montemboeuf chaufferie bois,47482,0.288,0.3
reseau de chaleur saint bonnet reseau de saint bonnet,47488,0.049,0.3
