Nomenclature achat;"Famille d'achat
(N-0)";"Domaines d'achat
(N-1)";"Catégories d'achat
(N-2)";"Segments  d'achat
(N-3)";Sous-segment;Produit élémentaire;"Code des Catégories Homogènes 
de fournitures et prestations"
DG65BB07;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;INSTRUMENTATION ET CONSOMMABLE SYSTEME UROGENITAL;INSTRUMENTATION ET CONSOMMABLE GYNECOLOGIE;TRAITEMENT UTERUS;MANIPULATEUR UTERIN ;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG65BB99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;INSTRUMENTATION ET CONSOMMABLE SYSTEME UROGENITAL;INSTRUMENTATION ET CONSOMMABLE GYNECOLOGIE;TRAITEMENT UTERUS;TRAITEMENT UTERUS AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG80AA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;GARNITURE INCONTINENCE URINAIRE;COQUILLE ABSORBANTE INCONTINENCE URINAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80AA02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;GARNITURE INCONTINENCE URINAIRE;GARNITURE FEMININE INCONTINENCE URINAIRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80AA03;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;GARNITURE INCONTINENCE URINAIRE;CULOTTE ET COUCHE COMPLETE ADULTE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80AA04;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;GARNITURE INCONTINENCE URINAIRE;CULOTTE ET COUCHE COMPLETE ENFANT;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80AA05;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;GARNITURE INCONTINENCE URINAIRE;CULOTTE ET COUCHE COMPLETE BEBE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80AB01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;ALESE ;ALESE ;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80AZ99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE INCONTINENCE URINAIRE;ACCESSOIRE INCONTINENCE URINAIRE AUTRE;ACCESSOIRE INCONTINENCE URINAIRE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80BA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE EVACUATION URINE;REHAUSSE WC;REHAUSSE WC;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80BB01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE EVACUATION URINE;ACCESSOIRE RECUEIL URINE;URINAL;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80BB02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE EVACUATION URINE;ACCESSOIRE RECUEIL URINE;BASSIN DE LIT;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80BB03;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE EVACUATION URINE;ACCESSOIRE RECUEIL URINE;CHAISE PERCEE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG80BZ99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE UROLOGIE;ACCESSOIRE EVACUATION URINE;ACCESSOIRE EVACUATION URINE AUTRE;ACCESSOIRE EVACUATION URINE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR UROLOGIE, NEPHROLOGIE
DG81AA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE IRRIGATION VAGINALE;ACCESSOIRE IRRIGATION VAGINALE;POIRE IRRIGATION VAGINALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81AA02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE IRRIGATION VAGINALE;ACCESSOIRE IRRIGATION VAGINALE;DOUCHE IRRIGATION VAGINALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81AA03;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE IRRIGATION VAGINALE;ACCESSOIRE IRRIGATION VAGINALE;TUBE DOUCHE IRRIGATION VAGINALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81AA99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE IRRIGATION VAGINALE;ACCESSOIRE IRRIGATION VAGINALE;ACCESSOIRE IRRIGATION VAGINALE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81BA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE PROTECTION GYNECOLOGIQUE;TAMPON GYNECOLOGIQUE PERIODIQUE;TAMPON GYNECOLOGIQUE PERIODIQUE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81BB01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE PROTECTION GYNECOLOGIQUE;GARNITURE PERIODIQUE;TAMPON PERIODIQUE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81BB02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE PROTECTION GYNECOLOGIQUE;GARNITURE PERIODIQUE;SERVIETTE PERIODIQUE ET PROTEGE SLIP;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81BB03;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE PROTECTION GYNECOLOGIQUE;GARNITURE PERIODIQUE;CULOTTE ET SLIP PERIODIQUE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81BZ99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE PROTECTION GYNECOLOGIQUE;PROTECTION GYNECOLOGIQUE AUTRE;PROTECTION GYNECOLOGIQUE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81CA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;DISPOSITIF REEDUCATION PERINEALE;SONDE REEDUCATION PERINEALE;SONDE VAGINALE REEDUCATION PERINEALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81CA02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;DISPOSITIF REEDUCATION PERINEALE;SONDE REEDUCATION PERINEALE;SONDE RECTALE REEDUCATION PERINEALE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81CZ99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;DISPOSITIF REEDUCATION PERINEALE;DISPOSITIF REEDUCATION PERINEALE AUTRE;DISPOSITIF REEDUCATION PERINEALE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;BRACELET IDENTIFICATION NOUVEAU NE;BRACELET IDENTIFICATION NOUVEAU NE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DB01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ALLAITEMENT;COQUILLE ALLAITEMENT;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DB02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ALLAITEMENT;COUSSINNET ALLAITEMENT;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DB03;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ALLAITEMENT;TIRE LAIT;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DB04;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ALLAITEMENT;TETERELLE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DB05;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ALLAITEMENT;BOUT DE SEIN;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DB99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ALLAITEMENT;ALLAITEMENT AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG81DZ99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE GYNECOLOGIE;ACCESSOIRE OBSTETRICAL;ACCESSOIRE OBSTETRICAL AUTRE;ACCESSOIRE OBSTETRICAL AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG82AA01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE DIAGNOSTIC EN UROLOGIE ET GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE OBSTETRIQUE;ACCESSOIRE DIAGNOSTIC ANTENATAL;TEST OVULATION;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG82AA02;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE DIAGNOSTIC EN UROLOGIE ET GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE OBSTETRIQUE;ACCESSOIRE DIAGNOSTIC ANTENATAL;TEST GROSSESSE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG82AA03;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE DIAGNOSTIC EN UROLOGIE ET GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE OBSTETRIQUE;ACCESSOIRE DIAGNOSTIC ANTENATAL;TEST RUPTURE PREMATUREE DES MEMBRANES;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG82AA99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE DIAGNOSTIC EN UROLOGIE ET GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE OBSTETRIQUE;ACCESSOIRE DIAGNOSTIC ANTENATAL;ACCESSOIRE DIAGNOSTIC ANTENATAL AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG82AB01;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE DIAGNOSTIC EN UROLOGIE ET GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE OBSTETRIQUE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE;TEST MENOPAUSE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DG82AB99;DISPOSITIFS MEDICAUX;SYSTEME UROGENITAL;ACCESSOIRE DIAGNOSTIC EN UROLOGIE ET GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE OBSTETRIQUE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIE;ACCESSOIRE DIAGNOSTIC GYNECOLOGIQUE AUTRE;DISPOSITIFS MEDICAUX CONSOMMABLES POUR GYNECOLOGIE
DK50AA01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;RADIOLOGIE;AIGUILLE RADIOLOGIE;AIGUILLE RADIOLOGIE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE DE RADIOLOGIE
DK50AB01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;RADIOLOGIE;SERINGUE RADIOLOGIE;SERINGUE RADIOLOGIE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE DE RADIOLOGIE
DK50AB02;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;RADIOLOGIE;SERINGUE RADIOLOGIE;SERINGUE INSUFLATION;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE DE RADIOLOGIE
DK50AC01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;RADIOLOGIE;CATHETER RADIOLOGIE;CATHETER RADIOLOGIE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE DE RADIOLOGIE
DK50AD01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;RADIOLOGIE;GUIDE;GUIDE CATHETER;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE DE RADIOLOGIE
DK50AZ01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;RADIOLOGIE;RADIOLOGIE AUTRE;RADIOLOGIE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE DE RADIOLOGIE
DK50BA03;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;PRESSION VASCULAIRE;TENSIOMANOMETRE ANEROIDE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BA04;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;PRESSION VASCULAIRE;TENSIOMANOMETRE MERCURE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BA06;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;PRESSION VASCULAIRE;BRASSARD TENSIOMETRE 1 TUBE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BA07;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;PRESSION VASCULAIRE;BRASSARD TENSIOMETRE 2 TUBES;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BA98;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;PRESSION VASCULAIRE;PRESSION VASCULAIRE COMPLEMENT;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BA99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;PRESSION VASCULAIRE;PRESSION VASCULAIRE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;SONDE THERMIQUE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC02;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;THERMOMETRE METAL LIQUIDE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC03;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;THERMOMETRE  INFRAROUGE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC04;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;ETUI PROTECTION;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC10;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;THERMOMETRE ELECTRONIQUE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC11;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;CAPTEUR TEMPERATURE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC98;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;MESURE TEMPERATURE COMPLEMENT;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BC99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE TEMPERATURE;MESURE TEMPERATURE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BE01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;CARDIOPULMONAIRE;STETHOSCOPE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BE02;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;CARDIOPULMONAIRE;STETHOSCOPE PIECE DETACHEE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50BZ99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;MESURE;MESURE AUTRE;MESURE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK50ZZ99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION GENERALE;EXPLORATION GENERALE AUTRE ACCESSOIRE;EXPLORATION GENERALE AUTRE ACCESSOIRE;EXPLORATION GENERALE AUTRE ACCESSOIRE;DISPOSITIFS MEDICAUX d'EXPLORATION GENERALE AUTRES
DK51AB01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION FONCTION RESPIRATOIRE;APPAREIL EXPLORATION FONCTION RESPIRATOIRE;SPIROMETRE;DISPOSITIFS MEDICAUX d'EXPLORATION RESPIRATOIRE
DK51AB02;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION FONCTION RESPIRATOIRE;APPAREIL EXPLORATION FONCTION RESPIRATOIRE;CAPNOMETRE;DISPOSITIFS MEDICAUX d'EXPLORATION RESPIRATOIRE
DK51AB98;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION FONCTION RESPIRATOIRE;APPAREIL EXPLORATION FONCTION RESPIRATOIRE;APPAREIL EXPLORATION FONCTION RESPIRATOIRE COMPLEMENT;DISPOSITIFS MEDICAUX d'EXPLORATION RESPIRATOIRE
DK51AB99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION FONCTION RESPIRATOIRE;APPAREIL EXPLORATION FONCTION RESPIRATOIRE;APPAREIL EXPLORATION FONCTION RESPIRATOIRE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION RESPIRATOIRE
DK51AZ99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION FONCTION RESPIRATOIRE;EXPLORATION FONCTION RESPIRATOIRE AUTRE;EXPLORATION FONCTION RESPIRATOIRE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION RESPIRATOIRE
DK51BA01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION OPHTALMOLOGIE;AIGUILLE OPHTALMOLOGIE;AIGUILLE OPHTALMOLOGIE;DISPOSITIFS MEDICAUX d'EXPLORATION OPHTALMOLOGIQUE
DK51BB01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION OPHTALMOLOGIE;SERINGUE OPHTALMOLOGIE;SERINGUE OPHTALMOLOGIE;DISPOSITIFS MEDICAUX d'EXPLORATION OPHTALMOLOGIQUE
DK51BC01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION OPHTALMOLOGIE;ACCESSOIRE PRELEVEMENT OPHTALMOLOGIE;BROSSE PRELEVEMENT;DISPOSITIFS MEDICAUX d'EXPLORATION OPHTALMOLOGIQUE
DK51BD01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION OPHTALMOLOGIE;APPAREIL EXPLORATION OPHTALMOLOGIE;OPHTALMOSCOPE;DISPOSITIFS MEDICAUX d'EXPLORATION OPHTALMOLOGIQUE
DK51BZ99;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION OPHTALMOLOGIE;EXPLORATION OPHTALMOLOGIE AUTRE;EXPLORATION OPHTALMOLOGIE AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION OPHTALMOLOGIQUE
DK51CB01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME DIGESTIF;AIGUILLE EXPLORATION SYSTEME DIGESTIF;AIGUILLE CHOLANGIO-TRANSHEPATIQUE;DISPOSITIFS MEDICAUX d'EXPLORATION DIGESTIVE
DK51CB02;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME DIGESTIF;AIGUILLE EXPLORATION SYSTEME DIGESTIF;AIGUILLE CHOLIANGIOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION DIGESTIVE
DK51CZ01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME DIGESTIF;EXPLORATION SYSTEME DIGESTIF AUTRE;EXPLORATION SYSTEME DIGESTIF AUTRE;DISPOSITIFS MEDICAUX d'EXPLORATION DIGESTIVE
DK51FA01;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE AORTOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA02;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE ANGIOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA03;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE SPLENOPORTOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA04;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE ARTERIOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA05;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE SIALOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA06;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE LYMPHANGIOGRAPHIE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA07;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE ANGIOGRAPHIE VERTEBRALE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
DK51FA08;DISPOSITIFS MEDICAUX;PRELEVEMENT INJECTION EXPLORATION;EXPLORATION DES FONCTIONS ANATOMIQUES;EXPLORATION SYSTEME CARDIOVASCULAIRE;AIGUILLE SYSTEME CARDIOVASCULAIRE;AIGUILLE ANGIOGRAPHIE CEREBRALE;DISPOSITIFS MEDICAUX d'EXPLORATION CARDIOVASCULAIRE
